location,price,year,type,garage,balcony,roof,garden,bedrooms,avg_price_year_type
mosta,126000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
mqabba,89500,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,117898.5915
mtarfa,147000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
naxxar,105000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
naxxar,135000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
naxxar,128000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
naxxar,127000,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,117898.5915
pieta`,88000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,117898.5915
qawra,110000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
qawra,95000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
qawra,95000,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,117898.5915
qawra,81000,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,117898.5915
qawra,85000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,117898.5915
qormi,111000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
qormi,100000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,117898.5915
qormi,99000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
qormi,130000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,117898.5915
rabat,160000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
salina,94000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,117898.5915
siggiewi,95000,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,117898.5915
st pauls bay,98000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
st julians,199000,2015,APARTMENT,TRUE,FALSE,FALSE,FALSE,3,117898.5915
st pauls bay,100000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,1,117898.5915
st julians,90000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,117898.5915
st pauls bay,112500,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,117898.5915
st venera,110000,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,117898.5915
st venera,128000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,117898.5915
tarxien,93100,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,117898.5915
tarxien,110000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
tarxien,120000,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,117898.5915
xemxija,221000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,117898.5915
zabbar,116000,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,117898.5915
zabbar,121000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
zabbar,105500,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,117898.5915
zabbar,95000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
zebbug,130000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
zabbar,87000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
zebbug,139700,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,117898.5915
zebbug,125000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
zebbug,150000,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,117898.5915
zebbug,80000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
zejtun,115000,2015,APARTMENT,TRUE,FALSE,FALSE,FALSE,3,117898.5915
zejtun,93200,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
zejtun,116400,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,117898.5915
zurrieq,140000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,117898.5915
birkirkara,130000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,1,137134.8837
birkirkara,175000,2015,MAISONETTE,TRUE,TRUE,TRUE,FALSE,3,137134.8837
birkirkara,200000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,3,137134.8837
cospicua,75000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,2,137134.8837
dingli,155000,2015,MAISONETTE,TRUE,TRUE,TRUE,FALSE,3,137134.8837
fgura,115000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,3,137134.8837
gzira,105000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,137134.8837
hamrun,81500,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
birkirkara,135000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
fgura,120000,2015,MAISONETTE,TRUE,FALSE,FALSE,FALSE,2,137134.8837
fgura,132000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
fgura,111800,2015,MAISONETTE,TRUE,FALSE,TRUE,FALSE,3,137134.8837
marsascala,176000,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,137134.8837
fgura,220000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,137134.8837
fgura,130000,2015,MAISONETTE,FALSE,TRUE,FALSE,FALSE,3,137134.8837
fgura,132700,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,3,137134.8837
fgura,107000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,1,137134.8837
fgura,75000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
ghaxaq,63000,2015,MAISONETTE,TRUE,FALSE,TRUE,FALSE,3,137134.8837
hamrun,145500,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
hamrun,104000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,2,137134.8837
hamrun,95000,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,2,137134.8837
hamrun,69000,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,2,137134.8837
ibrag,170000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,3,137134.8837
kalkara,159000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,137134.8837
kirkop,170000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
marsa,63000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,2,137134.8837
marsa,165000,2015,MAISONETTE,TRUE,FALSE,FALSE,FALSE,3,137134.8837
marsascala,210000,2015,MAISONETTE,FALSE,FALSE,FALSE,FALSE,4,137134.8837
msida,130000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,137134.8837
msida,104000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
qawra,155000,2015,MAISONETTE,TRUE,TRUE,TRUE,FALSE,2,137134.8837
qormi,69900,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,1,137134.8837
qormi,110000,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,137134.8837
qormi,200000,2015,MAISONETTE,TRUE,TRUE,TRUE,FALSE,2,137134.8837
qormi,156000,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,137134.8837
san gwann,165000,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,137134.8837
st venera,198000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,137134.8837
swieqi,233000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,137134.8837
tarxien,151400,2015,MAISONETTE,TRUE,FALSE,TRUE,FALSE,3,137134.8837
vittoriosa,177000,2015,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,137134.8837
san gwann,165000,2015,MAISONETTE,FALSE,TRUE,FALSE,FALSE,2,137134.8837
st venera,93000,2015,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,137134.8837
kappara,617000,2013,VILLA,TRUE,FALSE,FALSE,TRUE,4,764000
naxxar,911000,2013,VILLA,TRUE,FALSE,TRUE,TRUE,4,764000
luqa,536000,2013,BUNGALOW,TRUE,FALSE,TRUE,TRUE,3,536000
birkirkara,280000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,4,177535.4839
fgura,244500,2013,HOUSE,FALSE,FALSE,TRUE,TRUE,3,177535.4839
mellieha,291500,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
mellieha,270000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,4,177535.4839
mqabba,247000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
qormi,408000,2013,HOUSE,TRUE,TRUE,TRUE,FALSE,2,177535.4839
pembroke,390000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
st venera,256200,2013,HOUSE,TRUE,FALSE,TRUE,TRUE,4,177535.4839
zejtun,84000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,1,177535.4839
zebbug,360000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
zurrieq,206000,2013,HOUSE,TRUE,TRUE,TRUE,FALSE,3,177535.4839
zejtun,256000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
birkirkara,96000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
birkirkara,140000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,3,177535.4839
cospicua,75000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
cospicua,75000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,3,177535.4839
gzira,198000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
g`mangia,172300,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
hamrun,137400,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
hamrun,135000,2013,HOUSE,TRUE,TRUE,TRUE,FALSE,3,177535.4839
hamrun,218000,2013,HOUSE,FALSE,TRUE,TRUE,TRUE,3,177535.4839
hamrun,100000,2013,HOUSE,FALSE,TRUE,TRUE,TRUE,2,177535.4839
hamrun,116400,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
luqa,116400,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
luqa,200000,2013,HOUSE,TRUE,FALSE,TRUE,TRUE,2,177535.4839
marsa,88500,2013,HOUSE,FALSE,TRUE,TRUE,TRUE,3,177535.4839
paola,222800,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,3,177535.4839
paola,96000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,2,177535.4839
paola,130000,2013,HOUSE,FALSE,FALSE,TRUE,TRUE,3,177535.4839
qormi,69800,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
marsa,65000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,2,177535.4839
rabat,193500,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,2,177535.4839
qormi,326000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,3,177535.4839
qormi,209500,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,4,177535.4839
senglea,151500,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
st julians,270000,2013,HOUSE,TRUE,FALSE,TRUE,TRUE,3,177535.4839
zabbar,151000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,3,177535.4839
zebbug,135000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
zebbug,130000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
zejtun,186500,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
zurrieq,179500,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
birkirkara,116400,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
cospicua,177000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
fgura,110000,2013,MAISONETTE,FALSE,TRUE,TRUE,TRUE,3,141434.6939
fgura,150000,2013,MAISONETTE,FALSE,FALSE,FALSE,FALSE,3,141434.6939
ghaxaq,107000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
swieqi,100000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
marsa,70000,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,141434.6939
marsascala,135000,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,3,141434.6939
m'scala,135000,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,141434.6939
marsascala,111800,2013,MAISONETTE,FALSE,FALSE,FALSE,FALSE,3,141434.6939
marsascala,140000,2013,MAISONETTE,FALSE,FALSE,FALSE,FALSE,2,141434.6939
marsascala,109000,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,2,141434.6939
st pauls bay,175000,2013,MAISONETTE,TRUE,FALSE,TRUE,FALSE,1,141434.6939
marsa,139800,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,2,141434.6939
mosta,165000,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,3,141434.6939
naxxar,130000,2013,MAISONETTE,FALSE,FALSE,FALSE,FALSE,2,141434.6939
paola,90000,2013,MAISONETTE,FALSE,FALSE,FALSE,FALSE,3,141434.6939
paola,114000,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,141434.6939
paola,128000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
birzebbugia,163000,2013,MAISONETTE,FALSE,FALSE,FALSE,FALSE,4,141434.6939
qormi,110000,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,141434.6939
qormi,160700,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,141434.6939
qormi,145000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,2,141434.6939
rabat,121100,2013,MAISONETTE,TRUE,FALSE,TRUE,FALSE,2,141434.6939
siggiewi,145000,2013,MAISONETTE,FALSE,FALSE,FALSE,FALSE,2,141434.6939
sliema,126000,2013,MAISONETTE,TRUE,TRUE,FALSE,FALSE,4,141434.6939
zurrieq,198000,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,3,141434.6939
mosta,90800,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,2,141434.6939
swatar,155000,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,3,141434.6939
st venera,180000,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,141434.6939
tarxien,174700,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
st venera,162000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
tarxien,93000,2013,MAISONETTE,TRUE,FALSE,TRUE,FALSE,3,141434.6939
zabbar,125000,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,2,141434.6939
rabat,210000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
zabbar,135000,2013,MAISONETTE,TRUE,TRUE,TRUE,TRUE,2,141434.6939
zabbar,93100,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,141434.6939
zabbar,139700,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,3,141434.6939
zejtun,144500,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
zurrieq,145000,2013,MAISONETTE,TRUE,FALSE,FALSE,FALSE,3,141434.6939
st venera,370000,2013,MAISONETTE,TRUE,FALSE,TRUE,FALSE,4,141434.6939
gzira,163100,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
msida,170000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,2,141434.6939
marsa,67500,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,1,141434.6939
floriana,60000,2013,MAISONETTE,FALSE,TRUE,TRUE,TRUE,2,141434.6939
rabat,140000,2013,MAISONETTE,TRUE,TRUE,TRUE,FALSE,3,141434.6939
zebbug,193500,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,141434.6939
fgura,175000,2013,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,141434.6939
gzira,190000,2013,MAISONETTE,TRUE,TRUE,TRUE,TRUE,3,141434.6939
pieta`,160000,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,3,141434.6939
birzebbugia,115000,2013,MAISONETTE,FALSE,FALSE,TRUE,FALSE,2,141434.6939
birgu,110000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
birkirkara,130000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
balzan,129000,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,111994.1176
birkirkara,120000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
birkirkara,116400,2013,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,111994.1176
birkirkara,111800,2013,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,111994.1176
birkirkara,116000,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,111994.1176
birzebbugia,86000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
bugibba,76900,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,1,111994.1176
attard,152000,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,111994.1176
birkirkara,93000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
birkirkara,105000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
birkirkara,139500,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
bugibba,90000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
bugibba,98000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
fgura,125000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
fgura,89000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
fgura,107000,2013,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,111994.1176
fgura,116500,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
fgura,87000,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,111994.1176
mellieha,128000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
mellieha,105000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
gzira,105900,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
birzebbugia,112000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
bugibba,135100,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
g`mangia,85000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
gzira,114000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
g`mangia,135000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
hamrun,95000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
hamrun,146000,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,111994.1176
kalkara,108500,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,111994.1176
marsascala,128500,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
marsascala,133000,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,111994.1176
marsascala,115000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
bugibba,118700,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
marsascala,155000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
mellieha,125000,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,111994.1176
mellieha,119000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
mellieha,128000,2013,APARTMENT,TRUE,FALSE,FALSE,FALSE,3,111994.1176
mosta,135000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
mriehel,104800,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
msida,130000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
msida,93000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
marsascala,85000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
marsa,62900,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,1,111994.1176
msida,135000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,2,111994.1176
paola,102500,2013,APARTMENT,TRUE,FALSE,FALSE,FALSE,3,111994.1176
paola,146000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
paola,95000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
paola,95500,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
naxxar,109500,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
pieta`,135000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
pieta`,105000,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,111994.1176
pieta`,95000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
birzebbugia,95000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
qormi,109400,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
qawra,86000,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,111994.1176
qawra,75000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
qawra,151500,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
qawra,135000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
qawra,105000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
qawra,78000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
qawra,90000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
qormi,97000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,2,111994.1176
qormi,111800,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
qormi,135000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
qormi,93700,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
qormi,120000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
mosta,136000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
msida,100100,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,111994.1176
mtarfa,130400,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
san gwann,140000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
san gwann,88000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
san gwann,145600,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,111994.1176
st julians,100000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,111994.1176
st julians,115000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
st pauls bay,109500,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
qormi,84500,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
qormi,97000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,2,111994.1176
qormi,81500,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,111994.1176
st pauls bay,109500,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
st pauls bay,107200,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,111994.1176
st pauls bay,118000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
xghajra,128000,2013,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,111994.1176
st venera,103600,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
st venera,112000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,111994.1176
st venera,135000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
tarxien,100000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
valletta,135000,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,111994.1176
zabbar,93100,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
zabbar,112000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,111994.1176
zabbar,121000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
zebbug,105000,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,111994.1176
zabbar,128000,2013,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,111994.1176
zabbar,132000,2013,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,111994.1176
zabbar,92000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
zabbar,125000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
zebbug,168000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,111994.1176
zabbar,128100,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
zebbug,103000,2013,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,111994.1176
hamrun,62900,2013,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,111994.1176
iklin,107000,2013,HOUSE,FALSE,FALSE,FALSE,FALSE,2,177535.4839
birkirkara,128000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
gzira,76000,2013,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,111994.1176
gharb-gozo,160000,2013,HOUSE,TRUE,FALSE,FALSE,FALSE,2,177535.4839
hamrun,125000,2013,HOUSE,FALSE,FALSE,FALSE,FALSE,2,177535.4839
birzebbugia,132500,2013,HOUSE,FALSE,FALSE,FALSE,FALSE,2,177535.4839
fgura,170000,2013,HOUSE,TRUE,FALSE,FALSE,FALSE,2,177535.4839
birkirkara,220000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
cospicua,95000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
cospicua,128000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,2,177535.4839
cospicua,105000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
cospicua,160000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,3,177535.4839
kirkop,244500,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
senglea,69000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,2,177535.4839
tarxien,75000,2013,HOUSE,FALSE,TRUE,TRUE,FALSE,2,177535.4839
siggiewi,186000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,3,177535.4839
zurrieq,84000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
siggiewi,300500,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
tarxien,105000,2013,HOUSE,FALSE,FALSE,TRUE,FALSE,3,177535.4839
zabbar,442000,2013,HOUSE,TRUE,FALSE,TRUE,FALSE,1,177535.4839
