location,price,year,type,garage,balcony,roof,garden,bedrooms,avg_price_year_type
paola,135103,2011,MAISONETTE,TRUE,TRUE,TRUE,FALSE,3,147583.725
zebbug,139500,2011,MAISONETTE,FALSE,TRUE,TRUE,FALSE,2,147583.725
zejtun,128000,2011,MAISONETTE,FALSE,FALSE,FALSE,FALSE,2,147583.725
zurrieq,157650,2011,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,147583.725
zabbar,104000,2011,MAISONETTE,FALSE,TRUE,TRUE,FALSE,3,147583.725
kalkara,421000,2011,VILLA,TRUE,FALSE,TRUE,FALSE,4,495500
kappara,570000,2011,VILLA,TRUE,FALSE,TRUE,TRUE,2,495500
bahar ic-caghaq,162600,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
balzan,135000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
balzan,180000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
birguma,150000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
birkirkara,160700,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
birkirkara,105000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
birkirkara,105000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
birkirkara,55000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,1,121023.1458
birkirkara,105000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
birzebbugia,109400,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
birzebbugia,121100,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
bugibba,79000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
burmarrad,125000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
fgura,140000,2011,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,121023.1458
birkirkara,82000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,121023.1458
birkirkara,93000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,121023.1458
birkirkara,193500,2011,APARTMENT,TRUE,FALSE,FALSE,FALSE,3,121023.1458
bugibba,198000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,4,121023.1458
fgura,100000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
fgura,109000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
fgura,116500,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
floriana,116000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
floriana,147000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
cospicua,40000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
cospicua,86200,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
cospicua,85000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
bugibba,140000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
gzira,94800,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
zurrieq,123500,2011,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,121023.1458
g`mangia,97833,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,121023.1458
hamrun,116200,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
kalkara,114000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,121023.1458
luqa,118800,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
luqa,130000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
marsascala,102500,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
hamrun,105000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,121023.1458
marsascala,152000,2011,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,121023.1458
marsascala,116000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,121023.1458
marsascala,107200,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
marsascala,72000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
gzira,100000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,121023.1458
gzira,105000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
fgura,105000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
ghaxaq,125000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
marsascala,122000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
marsascala,145500,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
marsascala,163000,2011,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,121023.1458
mellieha,88500,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,121023.1458
mellieha,63000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
kalkara,135000,2011,APARTMENT,TRUE,FALSE,TRUE,FALSE,2,121023.1458
mellieha,170000,2011,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,121023.1458
mellieha,99000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,121023.1458
mgarr,137000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,121023.1458
mosta,140000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
mosta,109000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
mosta,185000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
marsascala,126000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
marsascala,97800,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,121023.1458
marsascala,120000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
mosta,160000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
mosta,163000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
mosta,151000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
mosta,121000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
mellieha,112000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
mosta,105000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
marsaxlokk,100000,2011,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,121023.1458
msida,158500,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
mtarfa,162600,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
mtarfa,135100,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
naxxar,109500,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
paola,90000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,121023.1458
paola,123000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
paola,67500,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
pembroke,142000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
pieta`,104000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
pieta`,110000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
pieta`,100000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
pieta`,83900,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
birzebbugia,107000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
qawra,123900,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
qawra,92000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
qawra,85000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
msida,116000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
qawra,177000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
qormi,107000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
qawra,128000,2011,APARTMENT,TRUE,FALSE,TRUE,FALSE,3,121023.1458
qawra,128000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
qormi,83000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
qormi,95000,2011,APARTMENT,FALSE,TRUE,TRUE,TRUE,3,121023.1458
qormi,128000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
marsascala,158000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
qormi,140000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
qormi,121000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
rabat,170000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
san gwann,93000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
san gwann,115000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
santa lucia,107000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
paola,97000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
paola,66400,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
msida,104800,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
santa lucia,121000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
siggiewi,128000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
siggiewi,315000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
qawra,93000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,121023.1458
qawra,100000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
qawra,103000,2011,APARTMENT,TRUE,TRUE,FALSE,FALSE,2,121023.1458
mosta,158400,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
sliema,116500,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
st julians,314500,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,121023.1458
st julians,59000,2011,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,121023.1458
qormi,88500,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
qormi,82500,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
qormi,72000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
qormi,90000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
st pauls bay,137000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
st pauls bay,55000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
st pauls bay,141000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
naxxar,151400,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
st pauls bay,116500,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
st venera,140000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
st venera,137000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
st venera,135000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
st julians,175000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,121023.1458
st venera,86100,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
san gwann,118700,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
swatar,105000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,121023.1458
swieqi,198000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
st venera,151000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,4,121023.1458
swatar,123400,2011,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,121023.1458
tarxien,115400,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
tarxien,76900,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
tarxien,116000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
tarxien,145500,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
zabbar,105000,2011,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,121023.1458
tarxien,97800,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,121023.1458
zabbar,106000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
zebbug,140000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,121023.1458
zejtun,84000,2011,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,121023.1458
zurrieq,151000,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,121023.1458
zurrieq,144000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
zurrieq,114000,2011,APARTMENT,FALSE,TRUE,FALSE,FALSE,3,121023.1458
zabbar,90000,2011,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,121023.1458
zabbar,107000,2011,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,121023.1458
zebbug,158400,2011,APARTMENT,TRUE,TRUE,TRUE,FALSE,3,121023.1458
birkirkara,128000,2011,HOUSE,FALSE,FALSE,FALSE,FALSE,1,199880.2632
msida,151400,2011,HOUSE,TRUE,FALSE,FALSE,FALSE,2,199880.2632
naxxar,135000,2011,HOUSE,FALSE,FALSE,FALSE,FALSE,3,199880.2632
birkirkara,93000,2011,HOUSE,TRUE,FALSE,FALSE,FALSE,2,199880.2632
qormi,107000,2011,HOUSE,FALSE,FALSE,FALSE,FALSE,2,199880.2632
san gwann,158000,2011,HOUSE,FALSE,FALSE,FALSE,FALSE,2,199880.2632
st pauls bay,128200,2011,HOUSE,TRUE,FALSE,FALSE,FALSE,3,199880.2632
swieqi,295000,2011,HOUSE,TRUE,FALSE,FALSE,FALSE,2,199880.2632
"victoria,gozo",126000,2011,HOUSE,TRUE,FALSE,FALSE,FALSE,3,199880.2632
zejtun,128100,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,2,199880.2632
zurrieq,198000,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,3,199880.2632
cospicua,174700,2011,HOUSE,FALSE,FALSE,TRUE,TRUE,3,199880.2632
dingli,198000,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,3,199880.2632
birzebbugia,326000,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,5,199880.2632
gudja,299000,2011,HOUSE,TRUE,FALSE,TRUE,TRUE,5,199880.2632
mqabba,430900,2011,HOUSE,TRUE,FALSE,TRUE,TRUE,3,199880.2632
kirkop,211900,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,3,199880.2632
zurrieq,221000,2011,HOUSE,TRUE,FALSE,TRUE,TRUE,2,199880.2632
qormi,149000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,3,199880.2632
qormi,295800,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,2,199880.2632
swieqi,354000,2011,HOUSE,TRUE,TRUE,TRUE,FALSE,3,199880.2632
swieqi,435000,2011,HOUSE,FALSE,FALSE,FALSE,FALSE,3,199880.2632
tarxien,198000,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,2,199880.2632
ta` xbiex,245000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
zabbar,230000,2011,HOUSE,TRUE,TRUE,TRUE,FALSE,4,199880.2632
zabbar,210000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,4,199880.2632
zabbar,244000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
zejtun,299000,2011,HOUSE,TRUE,FALSE,TRUE,TRUE,3,199880.2632
zejtun,240000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
cospicua,103000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
zabbar,144000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,3,199880.2632
swieqi,466000,2011,HOUSE,TRUE,FALSE,FALSE,TRUE,4,199880.2632
gharghur,232900,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
gudja,570000,2011,HOUSE,TRUE,FALSE,TRUE,TRUE,4,199880.2632
birgu,140000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
luqa,221000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
paola,124000,2011,HOUSE,FALSE,FALSE,TRUE,TRUE,2,199880.2632
qormi,233000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,4,199880.2632
st venera,397000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,7,199880.2632
mosta,255000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
tarxien,290000,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,2,199880.2632
zebbug,198000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
zebbug,326000,2011,HOUSE,FALSE,FALSE,TRUE,TRUE,2,199880.2632
zurrieq,355000,2011,HOUSE,FALSE,FALSE,FALSE,TRUE,2,199880.2632
zabbar,130000,2011,HOUSE,FALSE,FALSE,FALSE,FALSE,2,199880.2632
zebbug,175000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,4,199880.2632
zabbar,188000,2011,HOUSE,FALSE,FALSE,TRUE,TRUE,3,199880.2632
zejtun,207300,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,3,199880.2632
zejtun,117000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,2,199880.2632
zabbar,260000,2011,HOUSE,FALSE,FALSE,TRUE,TRUE,2,199880.2632
attard,123500,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,2,199880.2632
birkirkara,112000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,2,199880.2632
birkirkara,135100,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,2,199880.2632
cospicua,85000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,3,199880.2632
cospicua,80000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,2,199880.2632
cospicua,122000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,4,199880.2632
cospicua,184000,2011,HOUSE,TRUE,TRUE,TRUE,FALSE,3,199880.2632
cospicua,135000,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,3,199880.2632
hamrun,163000,2011,HOUSE,TRUE,FALSE,TRUE,FALSE,3,199880.2632
hamrun,140000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,2,199880.2632
hamrun,128000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,2,199880.2632
hamrun,128000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,3,199880.2632
marsa,62900,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,2,199880.2632
senglea,81500,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,2,199880.2632
senglea,233000,2011,HOUSE,TRUE,TRUE,TRUE,FALSE,2,199880.2632
kalkara,151000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,2,199880.2632
marsa,150000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,2,199880.2632
mqabba,110000,2011,HOUSE,FALSE,FALSE,TRUE,TRUE,4,199880.2632
paola,145000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,2,199880.2632
tarxien,137000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,3,199880.2632
pieta`,160700,2011,HOUSE,FALSE,FALSE,FALSE,TRUE,2,199880.2632
qormi,154000,2011,HOUSE,FALSE,TRUE,TRUE,TRUE,3,199880.2632
qormi,163000,2011,HOUSE,FALSE,FALSE,TRUE,TRUE,2,199880.2632
qormi,303000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,4,199880.2632
rabat,105000,2011,HOUSE,FALSE,FALSE,TRUE,FALSE,2,199880.2632
rabat,158000,2011,HOUSE,FALSE,TRUE,TRUE,FALSE,3,199880.2632
bahar ic-caghaq,300000,2015,HOUSE,TRUE,FALSE,TRUE,TRUE,4,160888.4615
xemxija,530000,2015,VILLA,TRUE,FALSE,FALSE,FALSE,4,840000
mellieha,1150000,2015,VILLA,TRUE,FALSE,FALSE,TRUE,3,840000
birkirkara,200000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,3,160888.4615
luqa,215000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,3,160888.4615
qormi,180000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,2,160888.4615
zurrieq,182000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,3,160888.4615
cospicua,140000,2015,HOUSE,FALSE,TRUE,TRUE,FALSE,2,160888.4615
gharghur,260000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
birkirkara,125000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,3,160888.4615
birkirkara,193000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
mellieha,279600,2015,HOUSE,TRUE,FALSE,TRUE,TRUE,3,160888.4615
birkirkara,130000,2015,HOUSE,FALSE,TRUE,TRUE,TRUE,3,160888.4615
birzebbugia,193400,2015,HOUSE,FALSE,FALSE,TRUE,TRUE,3,160888.4615
burmarrad,163000,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,3,160888.4615
cospicua,95000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,2,160888.4615
birkirkara,55000,2015,HOUSE,TRUE,TRUE,TRUE,FALSE,2,160888.4615
cospicua,145000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
hamrun,340000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,4,160888.4615
cospicua,80000,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,2,160888.4615
cospicua,137000,2015,HOUSE,FALSE,TRUE,TRUE,FALSE,2,160888.4615
hamrun,145500,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,3,160888.4615
hamrun,130000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,2,160888.4615
hamrun,116000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
kalkara,135000,2015,HOUSE,FALSE,FALSE,TRUE,TRUE,2,160888.4615
kirkop,250000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
luqa,245000,2015,HOUSE,FALSE,FALSE,TRUE,TRUE,2,160888.4615
marsa,120000,2015,HOUSE,FALSE,TRUE,TRUE,FALSE,3,160888.4615
birkirkara,160000,2015,HOUSE,TRUE,FALSE,TRUE,TRUE,3,160888.4615
paola,116500,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,2,160888.4615
qormi,85000,2015,HOUSE,FALSE,TRUE,TRUE,FALSE,2,160888.4615
qormi,85000,2015,HOUSE,FALSE,TRUE,TRUE,FALSE,4,160888.4615
rabat,186300,2015,HOUSE,FALSE,TRUE,TRUE,FALSE,3,160888.4615
tarxien,90000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,2,160888.4615
hamrun,140000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,2,160888.4615
hamrun,99900,2015,HOUSE,FALSE,FALSE,TRUE,TRUE,3,160888.4615
hamrun,90000,2015,HOUSE,FALSE,TRUE,TRUE,FALSE,3,160888.4615
mosta,600000,2015,HOUSE,TRUE,FALSE,TRUE,TRUE,3,160888.4615
tarxien,130000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,2,160888.4615
zabbar,135100,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
zabbar,133000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
zebbug,170000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,2,160888.4615
zejtun,105000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,3,160888.4615
qormi,245000,2015,HOUSE,TRUE,FALSE,TRUE,TRUE,3,160888.4615
zejtun,70000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
zurrieq,163000,2015,HOUSE,FALSE,FALSE,TRUE,FALSE,3,160888.4615
birkirkara,108000,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,2,160888.4615
birkirkara,85000,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,2,160888.4615
bugibba,120000,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,1,160888.4615
mosta,160000,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,2,160888.4615
qormi,110000,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,2,160888.4615
zabbar,150000,2015,HOUSE,TRUE,FALSE,FALSE,FALSE,2,160888.4615
zebbug,140900,2015,HOUSE,FALSE,FALSE,FALSE,FALSE,3,160888.4615
pieta`,134000,2015,HOUSE,TRUE,FALSE,TRUE,FALSE,2,160888.4615
tarxien,110000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,117898.5915
zurrieq,127500,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
attard,160000,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,3,117898.5915
attard,130000,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,117898.5915
bahar ic-caghaq,152000,2015,APARTMENT,TRUE,FALSE,TRUE,FALSE,2,117898.5915
birkirkara,130000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
birkirkara,151000,2015,APARTMENT,TRUE,FALSE,TRUE,FALSE,2,117898.5915
birkirkara,119900,2015,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,117898.5915
birzebbugia,93000,2015,APARTMENT,TRUE,FALSE,FALSE,FALSE,2,117898.5915
bugibba,198000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
bugibba,158000,2015,APARTMENT,TRUE,TRUE,FALSE,FALSE,3,117898.5915
bugibba,97000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
fgura,90000,2015,APARTMENT,FALSE,TRUE,FALSE,FALSE,2,117898.5915
fgura,110000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
fgura,78000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
fgura,176000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
gzira,110000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
gzira,95000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
hamrun,60000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,2,117898.5915
kirkop,120000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
marsascala,125000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
marsascala,100000,2015,APARTMENT,TRUE,TRUE,TRUE,FALSE,2,117898.5915
marsascala,145000,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,2,117898.5915
marsascala,116500,2015,APARTMENT,FALSE,TRUE,TRUE,FALSE,3,117898.5915
mosta,68000,2015,APARTMENT,FALSE,FALSE,FALSE,FALSE,2,117898.5915
mosta,155000,2015,APARTMENT,FALSE,FALSE,TRUE,FALSE,3,117898.5915
